"";"DRS";"UTI_adulto_1";"UTI_adulto_2";"UTI_adulto_3";"UTI_adulto_4";"UTI_adulto_0";"UTI_adulto_total";"UTI_ped_1";"UTI_ped_2";"UTI_ped_3";"UTI_ped_4";"UTI_ped_total";"data"
"1";"DRS I - GRANDE SÃO PAULO";121;403;96;81;NA;701;4;3;2;5;14;2021-03-24
"2";"DRS II - ARAÇATUBA";NA;16;20;8;NA;44;NA;NA;NA;NA;NA;2021-03-24
"3";"DRS III - ARARAQUARA";NA;6;20;7;1;34;NA;NA;NA;NA;NA;2021-03-24
"4";"DRS IV - BAIXADA SANTISTA";1;30;7;3;NA;41;NA;NA;NA;NA;NA;2021-03-24
"5";"DRS V - BARRETOS";NA;22;10;7;NA;39;NA;NA;NA;NA;NA;2021-03-24
"6";"DRS VI - BAURU";NA;31;8;3;NA;42;NA;NA;NA;NA;NA;2021-03-24
"7";"DRS VII - CAMPINAS";98;42;25;16;NA;181;NA;NA;NA;1;1;2021-03-24
"8";"DRS VIII - FRANCA";NA;1;1;NA;NA;2;NA;NA;NA;NA;NA;2021-03-24
"9";"DRS IX - MARÍLIA";NA;38;10;3;NA;51;NA;NA;NA;NA;NA;2021-03-24
"10";"DRS X - PIRACICABA";3;19;15;6;NA;43;NA;NA;NA;NA;NA;2021-03-24
"11";"DRS XI - PRESIDENTE PRUDENTE";NA;28;1;2;NA;31;NA;NA;NA;NA;NA;2021-03-24
"12";"DRS XII - REGISTRO";NA;8;3;5;NA;16;NA;NA;NA;NA;NA;2021-03-24
"13";"DRS XIII - RIBEIRÃO PRETO";1;8;15;2;NA;26;NA;NA;NA;NA;NA;2021-03-24
"14";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;6;2;3;NA;11;NA;NA;NA;NA;NA;2021-03-24
"15";"DRS XV - SÃO JOSÉ DO RIO PRETO";NA;66;42;14;NA;122;NA;NA;NA;NA;NA;2021-03-24
"16";"DRS XVI - SOROCABA";15;48;19;23;NA;105;NA;NA;NA;NA;NA;2021-03-24
"17";"DRS XVII - TAUBATÉ";NA;15;15;8;2;40;NA;NA;NA;NA;NA;2021-03-24
"18";"DRS I - GRANDE SÃO PAULO";125;444;97;67;3;736;2;6;1;6;15;2021-03-25
"19";"DRS II - ARAÇATUBA";NA;21;20;5;NA;46;NA;NA;NA;NA;NA;2021-03-25
"20";"DRS III - ARARAQUARA";NA;7;14;5;NA;26;NA;NA;NA;NA;NA;2021-03-25
"21";"DRS IV - BAIXADA SANTISTA";1;24;19;2;NA;46;NA;1;NA;NA;1;2021-03-25
"22";"DRS V - BARRETOS";NA;25;8;5;NA;38;NA;NA;NA;NA;NA;2021-03-25
"23";"DRS VI - BAURU";NA;29;8;2;NA;39;NA;NA;NA;NA;NA;2021-03-25
"24";"DRS VII - CAMPINAS";107;52;23;13;NA;195;NA;NA;NA;1;1;2021-03-25
"25";"DRS VIII - FRANCA";NA;5;3;NA;NA;8;NA;NA;NA;NA;NA;2021-03-25
"26";"DRS IX - MARÍLIA";NA;32;14;3;NA;49;NA;NA;NA;NA;NA;2021-03-25
"27";"DRS X - PIRACICABA";2;13;13;5;NA;33;NA;NA;NA;NA;NA;2021-03-25
"28";"DRS XI - PRESIDENTE PRUDENTE";NA;21;2;1;NA;24;NA;NA;NA;NA;NA;2021-03-25
"29";"DRS XII - REGISTRO";NA;6;4;5;NA;15;NA;NA;NA;NA;NA;2021-03-25
"30";"DRS XIII - RIBEIRÃO PRETO";1;9;19;1;NA;30;NA;NA;NA;NA;NA;2021-03-25
"31";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;10;2;3;NA;15;NA;NA;NA;NA;NA;2021-03-25
"32";"DRS XV - SÃO JOSÉ DO RIO PRETO";2;82;44;9;NA;137;NA;NA;NA;NA;NA;2021-03-25
"33";"DRS XVI - SOROCABA";17;42;26;17;NA;102;NA;NA;NA;NA;NA;2021-03-25
"34";"DRS XVII - TAUBATÉ";1;21;16;5;1;44;NA;NA;NA;NA;NA;2021-03-25
"35";"DRS I - GRANDE SÃO PAULO";117;435;98;60;4;714;1;9;NA;5;15;2021-03-26
"36";"DRS II - ARAÇATUBA";NA;23;14;3;2;42;NA;NA;NA;NA;NA;2021-03-26
"37";"DRS III - ARARAQUARA";NA;7;15;5;NA;27;NA;NA;NA;NA;NA;2021-03-26
"38";"DRS IV - BAIXADA SANTISTA";5;23;19;NA;NA;47;NA;2;NA;NA;2;2021-03-26
"39";"DRS V - BARRETOS";1;22;9;1;1;34;NA;NA;NA;NA;NA;2021-03-26
"40";"DRS VI - BAURU";NA;28;9;2;1;40;NA;NA;NA;NA;NA;2021-03-26
"41";"DRS VII - CAMPINAS";92;56;28;12;1;189;1;NA;1;1;3;2021-03-26
"42";"DRS VIII - FRANCA";NA;1;3;NA;4;8;NA;NA;NA;NA;NA;2021-03-26
"43";"DRS IX - MARÍLIA";NA;26;16;2;1;45;NA;NA;NA;NA;NA;2021-03-26
"44";"DRS X - PIRACICABA";4;17;15;10;1;47;NA;NA;NA;NA;NA;2021-03-26
"45";"DRS XI - PRESIDENTE PRUDENTE";NA;13;8;1;1;23;NA;NA;NA;NA;NA;2021-03-26
"46";"DRS XII - REGISTRO";NA;2;1;2;NA;5;NA;NA;NA;NA;NA;2021-03-26
"47";"DRS XIII - RIBEIRÃO PRETO";1;9;16;3;3;32;NA;NA;1;NA;1;2021-03-26
"48";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;3;4;1;NA;8;NA;NA;NA;NA;NA;2021-03-26
"49";"DRS XV - SÃO JOSÉ DO RIO PRETO";1;72;36;4;2;115;NA;NA;NA;NA;NA;2021-03-26
"50";"DRS XVI - SOROCABA";19;42;31;13;1;106;NA;NA;NA;NA;NA;2021-03-26
"51";"DRS XVII - TAUBATÉ";NA;26;4;4;3;37;NA;NA;NA;NA;NA;2021-03-26
"52";"DRS I - GRANDE SÃO PAULO";108;388;101;69;NA;666;2;1;NA;4;7;2021-03-27
"53";"DRS II - ARAÇATUBA";NA;22;13;5;NA;40;NA;NA;NA;NA;NA;2021-03-27
"54";"DRS III - ARARAQUARA";NA;4;18;17;NA;39;NA;NA;NA;NA;NA;2021-03-27
"55";"DRS IV - BAIXADA SANTISTA";4;22;15;NA;NA;41;NA;NA;NA;NA;NA;2021-03-27
"56";"DRS V - BARRETOS";1;24;14;4;NA;43;NA;NA;NA;NA;NA;2021-03-27
"57";"DRS VI - BAURU";NA;26;8;3;NA;37;NA;NA;NA;NA;NA;2021-03-27
"58";"DRS VII - CAMPINAS";92;59;37;15;NA;203;NA;NA;1;NA;1;2021-03-27
"59";"DRS VIII - FRANCA";NA;1;4;1;1;7;NA;NA;NA;NA;NA;2021-03-27
"60";"DRS IX - MARÍLIA";1;23;15;5;NA;44;NA;NA;NA;NA;NA;2021-03-27
"61";"DRS X - PIRACICABA";3;13;15;4;NA;35;NA;NA;NA;NA;NA;2021-03-27
"62";"DRS XI - PRESIDENTE PRUDENTE";NA;11;8;1;1;21;NA;NA;NA;NA;NA;2021-03-27
"63";"DRS XII - REGISTRO";NA;3;1;2;NA;6;NA;NA;NA;NA;NA;2021-03-27
"64";"DRS XIII - RIBEIRÃO PRETO";NA;11;17;1;NA;29;NA;NA;NA;NA;NA;2021-03-27
"65";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;1;5;1;NA;7;NA;NA;NA;NA;NA;2021-03-27
"66";"DRS XV - SÃO JOSÉ DO RIO PRETO";3;71;32;10;NA;116;NA;NA;NA;NA;NA;2021-03-27
"67";"DRS XVI - SOROCABA";10;36;29;22;NA;97;NA;NA;NA;NA;NA;2021-03-27
"68";"DRS XVII - TAUBATÉ";NA;24;5;5;5;39;NA;NA;NA;NA;NA;2021-03-27
"69";"DRS I - GRANDE SÃO PAULO";90;350;100;63;2;605;1;1;1;4;7;2021-03-28
"70";"DRS II - ARAÇATUBA";NA;18;12;6;NA;36;NA;NA;NA;NA;NA;2021-03-28
"71";"DRS III - ARARAQUARA";NA;8;11;5;NA;24;NA;NA;NA;NA;NA;2021-03-28
"72";"DRS IV - BAIXADA SANTISTA";NA;25;16;3;NA;44;NA;NA;NA;NA;NA;2021-03-28
"73";"DRS V - BARRETOS";1;16;11;4;NA;32;NA;NA;NA;NA;NA;2021-03-28
"74";"DRS VI - BAURU";1;27;12;3;NA;43;NA;NA;NA;NA;NA;2021-03-28
"75";"DRS VII - CAMPINAS";90;44;36;13;NA;183;NA;NA;1;NA;1;2021-03-28
"76";"DRS VIII - FRANCA";NA;NA;2;1;NA;3;NA;NA;NA;NA;NA;2021-03-28
"77";"DRS IX - MARÍLIA";2;21;19;8;NA;50;NA;NA;1;NA;1;2021-03-28
"78";"DRS X - PIRACICABA";2;15;11;5;NA;33;NA;NA;NA;NA;NA;2021-03-28
"79";"DRS XI - PRESIDENTE PRUDENTE";NA;8;11;1;NA;20;NA;NA;NA;NA;NA;2021-03-28
"80";"DRS XII - REGISTRO";NA;2;3;3;NA;8;NA;NA;NA;NA;NA;2021-03-28
"81";"DRS XIII - RIBEIRÃO PRETO";NA;12;19;1;NA;32;NA;NA;NA;NA;NA;2021-03-28
"82";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;2;7;3;NA;12;NA;NA;NA;NA;NA;2021-03-28
"83";"DRS XV - SÃO JOSÉ DO RIO PRETO";1;64;39;11;NA;115;NA;1;NA;NA;1;2021-03-28
"84";"DRS XVI - SOROCABA";8;29;30;22;3;92;NA;NA;NA;NA;NA;2021-03-28
"85";"DRS XVII - TAUBATÉ";NA;21;8;5;2;36;NA;NA;NA;NA;NA;2021-03-28
"86";"DRS I - GRANDE SÃO PAULO";102;381;92;70;NA;645;NA;3;1;5;9;2021-03-29
"87";"DRS II - ARAÇATUBA";NA;18;4;8;NA;30;NA;NA;NA;NA;NA;2021-03-29
"88";"DRS III - ARARAQUARA";NA;9;16;4;1;30;NA;NA;NA;NA;NA;2021-03-29
"89";"DRS IV - BAIXADA SANTISTA";NA;22;17;5;NA;44;NA;NA;NA;NA;NA;2021-03-29
"90";"DRS V - BARRETOS";1;15;13;8;NA;37;NA;NA;NA;NA;NA;2021-03-29
"91";"DRS VI - BAURU";3;28;17;6;NA;54;NA;NA;NA;NA;NA;2021-03-29
"92";"DRS VII - CAMPINAS";95;39;34;14;NA;182;NA;NA;NA;1;1;2021-03-29
"93";"DRS VIII - FRANCA";NA;4;3;2;NA;9;NA;NA;NA;NA;NA;2021-03-29
"94";"DRS IX - MARÍLIA";2;19;21;5;NA;47;NA;NA;NA;NA;NA;2021-03-29
"95";"DRS X - PIRACICABA";2;8;13;4;NA;27;NA;NA;NA;NA;NA;2021-03-29
"96";"DRS XI - PRESIDENTE PRUDENTE";NA;8;12;NA;NA;20;NA;NA;NA;NA;NA;2021-03-29
"97";"DRS XII - REGISTRO";NA;4;4;2;NA;10;NA;NA;NA;NA;NA;2021-03-29
"98";"DRS XIII - RIBEIRÃO PRETO";2;11;19;1;1;34;NA;NA;NA;NA;NA;2021-03-29
"99";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;1;7;4;NA;12;NA;NA;NA;NA;NA;2021-03-29
"100";"DRS XV - SÃO JOSÉ DO RIO PRETO";1;52;34;11;NA;98;NA;NA;NA;NA;NA;2021-03-29
"101";"DRS XVI - SOROCABA";10;34;18;29;NA;91;NA;NA;NA;NA;NA;2021-03-29
"102";"DRS XVII - TAUBATÉ";NA;19;8;9;3;39;NA;NA;1;NA;1;2021-03-29
"103";"DRS I - GRANDE SÃO PAULO";115;373;90;67;4;649;2;2;NA;1;5;2021-03-30
"104";"DRS II - ARAÇATUBA";1;23;7;7;NA;38;NA;NA;NA;NA;NA;2021-03-30
"105";"DRS III - ARARAQUARA";NA;16;17;2;1;36;NA;NA;NA;NA;NA;2021-03-30
"106";"DRS IV - BAIXADA SANTISTA";NA;24;12;4;NA;40;NA;NA;1;NA;1;2021-03-30
"107";"DRS V - BARRETOS";1;25;11;5;NA;42;NA;NA;NA;NA;NA;2021-03-30
"108";"DRS VI - BAURU";NA;36;18;12;1;67;NA;NA;NA;NA;NA;2021-03-30
"109";"DRS VII - CAMPINAS";99;38;35;14;NA;186;1;NA;NA;1;2;2021-03-30
"110";"DRS VIII - FRANCA";NA;2;4;NA;NA;6;NA;NA;NA;NA;NA;2021-03-30
"111";"DRS IX - MARÍLIA";NA;25;13;3;NA;41;NA;NA;1;NA;1;2021-03-30
"112";"DRS X - PIRACICABA";6;9;12;1;1;29;NA;NA;NA;NA;NA;2021-03-30
"113";"DRS XI - PRESIDENTE PRUDENTE";NA;13;12;NA;1;26;NA;NA;NA;NA;NA;2021-03-30
"114";"DRS XII - REGISTRO";NA;4;2;3;NA;9;NA;NA;NA;NA;NA;2021-03-30
"115";"DRS XIII - RIBEIRÃO PRETO";2;17;9;NA;NA;28;NA;NA;NA;NA;NA;2021-03-30
"116";"DRS XIV - SÃO JOÃO DA BOA VISTA";1;NA;5;3;2;11;NA;NA;NA;NA;NA;2021-03-30
"117";"DRS XV - SÃO JOSÉ DO RIO PRETO";1;55;31;7;1;95;NA;NA;NA;NA;NA;2021-03-30
"118";"DRS XVI - SOROCABA";11;44;19;22;NA;96;NA;NA;NA;NA;NA;2021-03-30
"119";"DRS XVII - TAUBATÉ";NA;23;7;6;NA;36;NA;NA;NA;NA;NA;2021-03-30
"120";"DRS I - GRANDE SÃO PAULO";108;387;88;64;3;650;NA;2;NA;1;3;2021-04-01
"121";"DRS II - ARAÇATUBA";1;23;14;7;NA;45;NA;NA;NA;NA;NA;2021-04-01
"122";"DRS III - ARARAQUARA";NA;11;16;2;1;30;NA;NA;NA;NA;NA;2021-04-01
"123";"DRS IV - BAIXADA SANTISTA";NA;24;21;5;NA;50;NA;NA;1;NA;1;2021-04-01
"124";"DRS V - BARRETOS";NA;35;9;2;NA;46;NA;NA;NA;NA;NA;2021-04-01
"125";"DRS VI - BAURU";3;48;9;2;NA;62;NA;NA;NA;NA;NA;2021-04-01
"126";"DRS VII - CAMPINAS";86;42;31;26;1;186;NA;NA;NA;2;2;2021-04-01
"127";"DRS VIII - FRANCA";1;5;NA;NA;NA;6;NA;NA;NA;NA;NA;2021-04-01
"128";"DRS IX - MARÍLIA";NA;32;5;8;NA;45;NA;NA;NA;NA;NA;2021-04-01
"129";"DRS X - PIRACICABA";13;8;10;2;3;36;NA;NA;NA;NA;NA;2021-04-01
"130";"DRS XI - PRESIDENTE PRUDENTE";NA;20;6;2;NA;28;NA;NA;NA;NA;NA;2021-04-01
"131";"DRS XII - REGISTRO";1;4;NA;1;1;7;NA;NA;NA;NA;NA;2021-04-01
"132";"DRS XIII - RIBEIRÃO PRETO";1;24;9;2;NA;36;NA;NA;NA;NA;NA;2021-04-01
"133";"DRS XIV - SÃO JOÃO DA BOA VISTA";1;3;4;1;1;10;NA;1;NA;NA;1;2021-04-01
"134";"DRS XV - SÃO JOSÉ DO RIO PRETO";5;62;21;7;NA;95;NA;NA;NA;NA;NA;2021-04-01
"135";"DRS XVI - SOROCABA";11;51;13;16;NA;91;NA;NA;1;NA;1;2021-04-01
"136";"DRS XVII - TAUBATÉ";NA;24;5;5;NA;34;NA;NA;NA;NA;NA;2021-04-01
"137";"DRS I - GRANDE SÃO PAULO";115;353;80;53;NA;601;NA;4;NA;1;5;2021-04-02
"138";"DRS II - ARAÇATUBA";3;30;19;12;2;66;NA;NA;NA;NA;NA;2021-04-02
"139";"DRS III - ARARAQUARA";NA;14;11;3;1;29;NA;NA;NA;NA;NA;2021-04-02
"140";"DRS IV - BAIXADA SANTISTA";NA;22;18;2;NA;42;NA;NA;1;NA;1;2021-04-02
"141";"DRS V - BARRETOS";2;36;5;5;NA;48;NA;NA;NA;NA;NA;2021-04-02
"142";"DRS VI - BAURU";1;36;7;2;2;48;NA;NA;NA;NA;NA;2021-04-02
"143";"DRS VII - CAMPINAS";76;51;34;25;NA;186;1;NA;NA;NA;1;2021-04-02
"144";"DRS VIII - FRANCA";1;6;NA;1;NA;8;NA;NA;NA;NA;NA;2021-04-02
"145";"DRS IX - MARÍLIA";NA;35;7;7;1;50;NA;NA;NA;NA;NA;2021-04-02
"146";"DRS X - PIRACICABA";10;3;7;5;NA;25;NA;NA;NA;NA;NA;2021-04-02
"147";"DRS XI - PRESIDENTE PRUDENTE";NA;18;1;1;1;21;NA;NA;NA;NA;NA;2021-04-02
"148";"DRS XII - REGISTRO";NA;5;3;NA;NA;8;NA;NA;NA;NA;NA;2021-04-02
"149";"DRS XIII - RIBEIRÃO PRETO";1;22;7;1;NA;31;NA;NA;NA;NA;NA;2021-04-02
"150";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;4;2;1;NA;7;NA;NA;NA;NA;NA;2021-04-02
"151";"DRS XV - SÃO JOSÉ DO RIO PRETO";4;72;26;9;NA;111;NA;NA;NA;NA;NA;2021-04-02
"152";"DRS XVI - SOROCABA";9;49;13;16;NA;87;NA;NA;1;NA;1;2021-04-02
"153";"DRS XVII - TAUBATÉ";NA;28;7;7;1;43;NA;NA;NA;NA;NA;2021-04-02
"154";"DRS I - GRANDE SÃO PAULO";145;297;77;56;2;577;3;4;NA;NA;7;2021-04-03
"155";"DRS II - ARAÇATUBA";3;22;9;24;1;59;NA;NA;NA;NA;NA;2021-04-03
"156";"DRS III - ARARAQUARA";NA;11;11;4;2;28;NA;NA;NA;NA;NA;2021-04-03
"157";"DRS IV - BAIXADA SANTISTA";1;23;20;2;2;48;NA;NA;NA;NA;NA;2021-04-03
"158";"DRS V - BARRETOS";1;25;10;9;NA;45;NA;NA;NA;NA;NA;2021-04-03
"159";"DRS VI - BAURU";2;32;6;3;NA;43;NA;NA;NA;NA;NA;2021-04-03
"160";"DRS VII - CAMPINAS";76;40;28;17;NA;161;1;NA;NA;NA;1;2021-04-03
"161";"DRS VIII - FRANCA";1;8;1;1;NA;11;NA;NA;NA;NA;NA;2021-04-03
"162";"DRS IX - MARÍLIA";NA;27;7;8;NA;42;NA;NA;NA;NA;NA;2021-04-03
"163";"DRS X - PIRACICABA";13;4;9;8;1;35;NA;NA;NA;NA;NA;2021-04-03
"164";"DRS XI - PRESIDENTE PRUDENTE";NA;16;3;1;1;21;NA;NA;NA;NA;NA;2021-04-03
"165";"DRS XII - REGISTRO";NA;5;4;NA;NA;9;NA;NA;NA;NA;NA;2021-04-03
"166";"DRS XIII - RIBEIRÃO PRETO";NA;20;6;1;1;28;NA;NA;NA;NA;NA;2021-04-03
"167";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;3;1;NA;NA;4;NA;NA;NA;NA;NA;2021-04-03
"168";"DRS XV - SÃO JOSÉ DO RIO PRETO";2;61;23;29;1;116;NA;NA;NA;NA;NA;2021-04-03
"169";"DRS XVI - SOROCABA";6;40;21;23;NA;90;NA;NA;NA;NA;NA;2021-04-03
"170";"DRS XVII - TAUBATÉ";NA;26;10;4;1;41;1;NA;NA;NA;1;2021-04-03
"171";"DRS I - GRANDE SÃO PAULO";121;286;102;54;1;564;1;2;NA;NA;3;2021-04-04
"172";"DRS II - ARAÇATUBA";NA;12;5;31;NA;48;NA;NA;NA;NA;NA;2021-04-04
"173";"DRS III - ARARAQUARA";NA;15;14;3;1;33;NA;NA;NA;NA;NA;2021-04-04
"174";"DRS IV - BAIXADA SANTISTA";NA;20;17;4;NA;41;NA;NA;NA;NA;NA;2021-04-04
"175";"DRS V - BARRETOS";1;16;12;9;NA;38;NA;NA;NA;NA;NA;2021-04-04
"176";"DRS VI - BAURU";2;36;6;4;NA;48;NA;NA;NA;NA;NA;2021-04-04
"177";"DRS VII - CAMPINAS";73;42;21;12;NA;148;1;NA;NA;NA;1;2021-04-04
"178";"DRS VIII - FRANCA";NA;4;4;2;NA;10;NA;NA;NA;NA;NA;2021-04-04
"179";"DRS IX - MARÍLIA";NA;19;11;8;NA;38;NA;NA;NA;NA;NA;2021-04-04
"180";"DRS X - PIRACICABA";11;4;16;8;NA;39;NA;NA;NA;NA;NA;2021-04-04
"181";"DRS XI - PRESIDENTE PRUDENTE";NA;18;7;1;NA;26;NA;NA;NA;NA;NA;2021-04-04
"182";"DRS XII - REGISTRO";NA;4;2;NA;NA;6;NA;NA;NA;NA;NA;2021-04-04
"183";"DRS XIII - RIBEIRÃO PRETO";NA;19;8;NA;NA;27;NA;NA;NA;NA;NA;2021-04-04
"184";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;3;1;NA;NA;4;NA;NA;NA;NA;NA;2021-04-04
"185";"DRS XV - SÃO JOSÉ DO RIO PRETO";1;50;26;42;NA;119;NA;NA;NA;NA;NA;2021-04-04
"186";"DRS XVI - SOROCABA";5;35;20;25;NA;85;NA;NA;NA;NA;NA;2021-04-04
"187";"DRS XVII - TAUBATÉ";NA;18;6;3;3;30;1;NA;NA;NA;1;2021-04-04
"188";"DRS I - GRANDE SÃO PAULO";110;310;67;49;2;538;2;2;NA;2;6;2021-04-05
"189";"DRS II - ARAÇATUBA";NA;12;6;17;NA;35;NA;NA;NA;NA;NA;2021-04-05
"190";"DRS III - ARARAQUARA";1;19;12;6;1;39;NA;NA;NA;NA;NA;2021-04-05
"191";"DRS IV - BAIXADA SANTISTA";1;27;18;3;NA;49;NA;NA;NA;NA;NA;2021-04-05
"192";"DRS V - BARRETOS";1;21;8;8;NA;38;NA;NA;NA;NA;NA;2021-04-05
"193";"DRS VI - BAURU";1;30;10;4;NA;45;NA;NA;NA;NA;NA;2021-04-05
"194";"DRS VII - CAMPINAS";56;35;25;5;NA;121;1;NA;NA;NA;1;2021-04-05
"195";"DRS VIII - FRANCA";NA;6;4;2;NA;12;NA;NA;NA;NA;NA;2021-04-05
"196";"DRS IX - MARÍLIA";NA;11;16;10;NA;37;NA;NA;NA;NA;NA;2021-04-05
"197";"DRS X - PIRACICABA";5;13;15;8;NA;41;NA;NA;NA;NA;NA;2021-04-05
"198";"DRS XI - PRESIDENTE PRUDENTE";NA;26;5;1;NA;32;NA;NA;NA;NA;NA;2021-04-05
"199";"DRS XII - REGISTRO";1;4;1;NA;NA;6;NA;NA;NA;NA;NA;2021-04-05
"200";"DRS XIII - RIBEIRÃO PRETO";NA;27;9;NA;NA;36;NA;NA;NA;NA;NA;2021-04-05
"201";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;2;1;NA;NA;3;NA;NA;NA;NA;NA;2021-04-05
"202";"DRS XV - SÃO JOSÉ DO RIO PRETO";3;59;19;22;6;109;NA;NA;NA;NA;NA;2021-04-05
"203";"DRS XVI - SOROCABA";9;39;16;26;NA;90;2;NA;NA;NA;2;2021-04-05
"204";"DRS XVII - TAUBATÉ";NA;30;8;2;4;44;NA;NA;NA;NA;NA;2021-04-05
"205";"DRS I - GRANDE SÃO PAULO";98;277;64;51;1;491;2;4;NA;NA;6;2021-04-06
"206";"DRS II - ARAÇATUBA";2;18;5;3;NA;28;NA;NA;NA;NA;NA;2021-04-06
"207";"DRS III - ARARAQUARA";NA;17;7;6;1;31;NA;NA;NA;NA;NA;2021-04-06
"208";"DRS IV - BAIXADA SANTISTA";NA;18;14;2;NA;34;NA;1;NA;NA;1;2021-04-06
"209";"DRS V - BARRETOS";2;24;8;4;NA;38;NA;NA;NA;NA;NA;2021-04-06
"210";"DRS VI - BAURU";3;27;5;4;NA;39;NA;NA;NA;NA;NA;2021-04-06
"211";"DRS VII - CAMPINAS";44;34;20;8;NA;106;NA;NA;NA;NA;NA;2021-04-06
"212";"DRS VIII - FRANCA";NA;3;3;1;NA;7;NA;NA;NA;NA;NA;2021-04-06
"213";"DRS IX - MARÍLIA";NA;17;16;9;1;43;NA;NA;NA;NA;NA;2021-04-06
"214";"DRS X - PIRACICABA";8;10;12;9;NA;39;NA;NA;NA;NA;NA;2021-04-06
"215";"DRS XI - PRESIDENTE PRUDENTE";NA;17;3;3;NA;23;NA;NA;NA;NA;NA;2021-04-06
"216";"DRS XII - REGISTRO";NA;3;2;2;NA;7;NA;NA;NA;NA;NA;2021-04-06
"217";"DRS XIII - RIBEIRÃO PRETO";1;25;6;1;NA;33;NA;NA;NA;NA;NA;2021-04-06
"218";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;3;NA;1;NA;4;NA;NA;NA;NA;NA;2021-04-06
"219";"DRS XV - SÃO JOSÉ DO RIO PRETO";5;70;21;27;3;126;NA;NA;NA;NA;NA;2021-04-06
"220";"DRS XVI - SOROCABA";10;36;19;22;NA;87;NA;NA;NA;NA;NA;2021-04-06
"221";"DRS XVII - TAUBATÉ";NA;30;14;4;2;50;NA;NA;NA;NA;NA;2021-04-06
"222";"DRS I - GRANDE SÃO PAULO";107;250;48;50;NA;455;NA;4;1;NA;5;2021-04-07
"223";"DRS II - ARAÇATUBA";2;15;9;NA;NA;26;NA;NA;NA;NA;NA;2021-04-07
"224";"DRS III - ARARAQUARA";NA;6;6;5;NA;17;NA;NA;NA;NA;NA;2021-04-07
"225";"DRS IV - BAIXADA SANTISTA";NA;23;11;2;NA;36;NA;NA;NA;NA;NA;2021-04-07
"226";"DRS V - BARRETOS";1;22;11;5;NA;39;NA;NA;NA;NA;NA;2021-04-07
"227";"DRS VI - BAURU";3;21;7;2;NA;33;NA;NA;NA;NA;NA;2021-04-07
"228";"DRS VII - CAMPINAS";25;36;18;5;NA;84;NA;NA;NA;NA;NA;2021-04-07
"229";"DRS VIII - FRANCA";NA;2;4;NA;NA;6;NA;NA;NA;NA;NA;2021-04-07
"230";"DRS IX - MARÍLIA";NA;27;14;8;NA;49;NA;NA;NA;NA;NA;2021-04-07
"231";"DRS X - PIRACICABA";10;7;11;10;2;40;NA;NA;NA;NA;NA;2021-04-07
"232";"DRS XI - PRESIDENTE PRUDENTE";3;17;1;2;NA;23;NA;NA;NA;NA;NA;2021-04-07
"233";"DRS XII - REGISTRO";NA;3;2;1;NA;6;NA;NA;NA;NA;NA;2021-04-07
"234";"DRS XIII - RIBEIRÃO PRETO";NA;24;5;2;NA;31;NA;NA;NA;NA;NA;2021-04-07
"235";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;4;1;NA;NA;5;NA;NA;NA;NA;NA;2021-04-07
"236";"DRS XV - SÃO JOSÉ DO RIO PRETO";4;69;21;28;NA;122;NA;NA;NA;NA;NA;2021-04-07
"237";"DRS XVI - SOROCABA";10;30;20;19;NA;79;NA;1;NA;NA;1;2021-04-07
"238";"DRS XVII - TAUBATÉ";NA;25;13;8;NA;46;NA;NA;NA;NA;NA;2021-04-07
"239";"DRS I - GRANDE SÃO PAULO";93;216;31;30;1;371;1;3;NA;1;5;2021-04-08
"240";"DRS II - ARAÇATUBA";2;13;12;1;NA;28;NA;NA;NA;NA;NA;2021-04-08
"241";"DRS III - ARARAQUARA";NA;6;5;6;NA;17;NA;NA;NA;NA;NA;2021-04-08
"242";"DRS IV - BAIXADA SANTISTA";NA;22;12;NA;NA;34;NA;NA;NA;NA;NA;2021-04-08
"243";"DRS V - BARRETOS";NA;23;5;2;NA;30;NA;1;NA;NA;1;2021-04-08
"244";"DRS VI - BAURU";3;13;8;1;NA;25;NA;NA;NA;NA;NA;2021-04-08
"245";"DRS VII - CAMPINAS";24;36;14;4;NA;78;NA;NA;NA;NA;NA;2021-04-08
"246";"DRS VIII - FRANCA";NA;NA;2;NA;NA;2;NA;NA;NA;NA;NA;2021-04-08
"247";"DRS IX - MARÍLIA";NA;25;20;5;NA;50;NA;NA;NA;NA;NA;2021-04-08
"248";"DRS X - PIRACICABA";10;8;12;12;1;43;NA;NA;NA;NA;NA;2021-04-08
"249";"DRS XI - PRESIDENTE PRUDENTE";1;12;2;2;NA;17;NA;NA;NA;NA;NA;2021-04-08
"250";"DRS XII - REGISTRO";NA;4;3;1;NA;8;NA;NA;NA;NA;NA;2021-04-08
